,top_p,top_k,model,Theme,prompt,output
2068,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. J'ai eu mon diplôme de BTS Hôtellerie Restauration à l'école et je suis..."
2069,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis de nature très attentionnée, je sais m'occuper de mes animaux et je peux m'occuper des enfants, aussi j'ai la bonne volonté de me faire une place dans votre famille."
2070,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis quelqu'un de responsable, fiable et fiable."
2071,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car résidente de l'Île-des-Soeurs et très bonne cuisinière.
2072,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis sérieuse, honnête et ponctuelle."
2073,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car..."
2074,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Vous pouvez me joindre au téléphone ou par e-mail si vous le souhaitez. Je vous remercie pour votre temps."
2075,top_p:0.75,top_k:100,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je pense que je peux vous aider à trouver l'emploi que vous cherchez. Je vous remercie pour votre temps."
2076,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,j'aime m'occuper des gens et je m'y tiens bien."
2077,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je peux me débrouiller toute seule et j'ai l'habitude de faire les courses. Si votre annonce est sérieuse, je suis disponible rapidement. Je suis disponible du lundi au samedi de 10h00 à 20h30. Je réside à Saint-Etienne-du-Rouvray, près de Lyon. Merci de contacter Mme. Isabelle"
2078,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car arrivée à la maison avec des tâches de nettoyage à faire.
2079,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai le permis de conduire B, je suis ponctuelle et sérieuse. Je suis aussi disponible pour des heures sup'. Je me déplace facilement dans votre région. Je suis disponible à votre domicile ou dans votre entreprise si nécessaire pour un emploi à plein temps."
2080,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, d'après mon expérience, je suis quelqu'un d'assez sérieuse, qui travaille de manière efficace et qui n'a pas peur de se montrer un peu plus exigeante que d'autres."
2081,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, en plus d'avoir le sens du service, je suis dynamique, organisée et ponctuelle. J'aime beaucoup les enfants, je suis capable d'aider les jeunes enfants en difficultés. Je peux aussi m'occuper d'animaux domestiques ( chien )."
2082,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. J'ai travaillé comme serveuse. Mon niveau d'anglais est acceptable. Je suis patiente et j'ai de l'expérience. Je souhaite travailler dans un foyer de retraite. Je peux travailler le soir. J'ai un passeport valide. Je suis disponible en tant que femme seule. Mon travail est disponible le samedi et le dimanche. Je suis disponible pour travailler en tant que femme seule à temps partiel.
2083,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement dynamique, ponctuelle et sérieuse. Je suis disponible tous les jours et toute la semaine sauf les dimanches et jours fériés."
2084,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant de France, je suis prête à travailler dans l'un des pays d'europe. Je possède plusieurs années d'expérience de travail dans différents domaines et dans divers pays."
2085,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car."
2086,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis une personne de confiance, ponctuelle, sérieuse. Je suis à l'écoute du client."
2087,top_p:0.95,top_k:10,xglm-2.9B,services domestiques,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de services domestiques et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieuse, responsable et honnête. Je vous remercie de me donner la chance d'avoir un travail qui me satisfera au plus vite."
2088,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement douée pour travailler avec des chiffres et pour analyser des documents juridiques.
2089,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une formation et une expérience en comptabilité, comptabilité analytique et gestion de portefeuilles. Je suis capable de travailler en équipe."
2090,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement habile et sérieux dans mes rapports avec les clients. Je suis disponible à travailler dans l'ensemble de l'Abitibi-Témiscamingue, du Saguenay-Lac-Saint-Jean et des Laurentides."
2091,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, après avoir fait plusieurs stages dans des domaines très différents, je me sens plus à l'aise dans les domaines du droit fiscal et de la fiscalité internationale."
2092,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, dans mon domaine d'activité, je suis autonome et je suis à l'aise dans la gestion d'un budget."
2093,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, d'une part, je possède un bon niveau de connaissances en droit fiscal et d'autre part, je suis organisée, sérieuse et très rigoureuse."
2094,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai de l'expérience dans le domaine et, je peux démontrer mon expérience avec la gestion des litiges fiscaux."
2095,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2096,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis à la recherche d'un emploi d'Avocat. Je suis à la recherche d'un emploi de Conseiller juridique.
2097,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, après avoir suivi une formation à la comptabilité et aux..."
2098,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis actuellement à la recherche d'un poste de chargée d'affaires. J'ai déjà effectué des missions d'assistance juridique pour des entreprises en droit fiscal. J'ai déjà travaillé dans des missions d'assistance à la gestion des affaires de plusieurs entreprises. Je suis prête à assumer un nouveau défi dans ce domaine. J'ai également acquis une expérience dans la vente et la négociation. Je suis disponible pour travailler à temps partiel."
2099,top_p:0.75,top_k:100,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, en effet, j'ai déjà effectué un stage dans un cabinet d'expertise comptable."
2100,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, comme vous dites dans votre annonce, vous avez déjà effectué plusieurs formations pour le droit fiscal."
2101,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement à l'écoute, dynamique et dynamique. Je suis à la recherche d'un emploi en tant que professeur."
2102,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, à part mes études, je n'ai pas d'expérience professionnelle. Je suis à votre écoute pour plus d'informations et je vous remercie de l'intérêt que vous portez à notre société"
2103,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement attentive à la qualité du travail et de l'accompagnement. J'ai travaillé en tant que comptable et assistante juridique pendant plusieurs années. Je suis également en recherche d'un emploi pour l'année prochaine. Je suis également à l'aise avec le logiciel comptable et j'ai une bonne connaissance de Microsoft Excel et du logiciel word."
2104,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà fait du travail au niveau de comptabilité, de gestion, de droit fiscal, etc. Je vous invite d'ores et déjà à prendre contact avec moi via mon mail :. N'hésitez pas à me joindre. Je serais disponible pour vous répondre dès que possible."
2105,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car."
2106,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car...
2107,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une expérience d'environ 6 ans en tant que comptable. En effet, j'ai travaillé en tant que comptable dans une grande entreprise de la région de Toulouse. Je vous remercie par avance de votre sollicitation. Cordialement,"
2108,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je peux également vous aider à trouver un avocat pour les problèmes de fiscalité.
2109,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis très organisé, je suis très précis et très minutieux."
2110,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, à part les aspects juridiques qui me passionnent, je suis quelqu'un de très motivé. J'ai déjà travaillé sur une plateforme de dépôt et j'ai fait de nombreux contacts avec des sociétés qui sont à la recherche de profils comme vous. Je vous laisse donc le temps de me contacter. Cordialement,"
2111,top_p:0.95,top_k:10,xglm-2.9B,droit fiscal,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de droit fiscal et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venez me voir au siège du groupe. Je vous prie de croire, Madame, Monsieur, en l'assurance de mes salutations distinguées."
2112,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je possède un grand savoir-faire dans le domaine de la phytothérapie et de la pharmacognosie. Je suis disponible pour travailler à temps partiel, en soirée et le weekend. Je suis disponible à tout moment pour toute demande d'informations. Cordialement."
2113,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, d'une part, je suis très organisée, organisée comme je suis, et d'autre part, je suis une personne sérieuse et responsable."
2114,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, étant actuellement en stage et ayant déjà fait de l'entretien d'embauche je suis plus que doué pour répondre à vos attentes."
2115,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car."
2116,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement disponible. Je vous remercie d'avance pour votre réponse."
2117,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement patiente et organisée. J'ai une grande expérience en pharmacie avec une expérience de 1 an au sein d'une équipe de 4 pharmaciens. Je possède aussi une expérience de 6 ans en gestion d'une pharmacie. Je sais me tenir en main et me tenir à votre disposition tout en étant à l'écoute de vos attentes. Je pense pouvoir apporter un réel plus dans votre équipe. En espérant avoir l'occasion de vous rencontrer prochainement. Cordialement."
2118,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis titulaire d'un bac pro de vente et marketing, de niveau 1, ainsi que d'un diplôme de technicien supérieur de comptabilité."
2119,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, à l'aide de mes connaissances, je peux apporter des solutions aux problèmes de nos patients. Je vous remercie de votre attention et vous prie de croire, Madame, Monsieur, en l'assurance de ma considération distinguée. Cordialement,"
2120,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je dispose de plusieurs années d'expérience dans la vente et l'organisation d'événements, notamment dans le domaine de la santé et de la nutrition."
2121,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. J'ai déjà travaillé dans un cabinet de recrutement pour un cabinet d'avocat. Je suis disponible pour un entretien."
2122,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai l'habitude de travailler en équipe et je suis disponible."
2123,top_p:0.75,top_k:100,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis très ponctuelle et je suis capable de travailler en équipe. Je suis également organisée et je travaille vite."
2124,top_p:0.95,top_k:10,xglm-2.9B,pharmacie,Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis quelqu'un de très sérieuse et je suis également motivé et je suis prêt à m'investir."
2125,top_p:0.95,top_k:10,xglm-2.9B,pharmacie,Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2126,top_p:0.95,top_k:10,xglm-2.9B,pharmacie,Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2127,top_p:0.95,top_k:10,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement organisée et organisée, je possède de bons contacts et je possède de bonnes qualités relationnelles."
2128,top_p:0.95,top_k:10,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai eu l'occasion de travailler au sein d'une pharmacie et que je connais parfaitement la chaîne du médicament. Je pense pouvoir apporter mes connaissances et ma motivation à votre entreprise. Je reste disponible pour de plus amples informations au sujet de votre offre. Cordialement"
2129,top_p:0.95,top_k:10,xglm-2.9B,pharmacie,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis une personne sérieuse, organisée et ponctuelle. Je suis en mesure de travailler en équipe et je recherche une mission à temps plein dans un contexte de travail agréable et stimulant."
2130,top_p:0.95,top_k:10,xglm-2.9B,pharmacie,Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de pharmacie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
