Anno;ateco_UL_2007_2cifre;descriz_ateco_UL_2007_2cifre;ateco_UL_2007_5cifre;descriz_ateco_UL_2007-5cifre;N.unità locali;N.addetti_UL
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25920;Fabbricazione di imballaggi leggeri in metallo;2;7,04
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25931;Fabbricazione di prodotti fabbricati con fili metallici;19;130,81
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25932;Fabbricazione di molle;10;59,65
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25933;Fabbricazione di catene fucinate senza saldatura e stampate;2;4,16
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25940;Fabbricazione di articoli di bulloneria;12;98,67
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25991;Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno;8;17,17
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25992;Fabbricazione di casseforti, forzieri porte metalliche blindate;13;41,95
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25993;Fabbricazione di oggetti in ferro, in rame ed altri metalli;90;189,83
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25999;Fabbricazione di altri articoli metallici e minuteria metallica;108;450,48
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26110;Fabbricazione di componenti elettronici;47;209,06
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26120;Fabbricazione di schede elettroniche assemblate;26;77,12
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26200;Fabbricazione di computer e unità periferiche;29;246,52
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26301;Fabbricazione di apparecchi trasmittenti radiotelevisivi, comprese le telecamere;11;60,79
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26302;Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni;68;904,99
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26400;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini;12;45,48
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26511;Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia;9;37,66
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26512;Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (comprese parti staccate e accessori);67;431,8
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26520;Fabbricazione di orologi;9;64,67
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26600;Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche;47;805,13
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26701;Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione;6;26,44
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26702;Fabbricazione di apparecchiature fotografiche e cinematografiche;6;101,5
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26800;Fabbricazione di supporti magnetici ed ottici;5;7,46
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27110;Fabbricazione di motori, generatori e trasformatori elettrici;54;410,85
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27120;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità;52;981,73
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27200;Fabbricazione di batterie di pile ed accumulatori elettrici;3;20,39
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27310;Fabbricazione di cavi a fibra ottica;2;4,83
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27320;Fabbricazione di altri fili e cavi elettrici ed elettronici;11;337,73
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27330;Fabbricazione di attrezzature per cablaggio;19;88,27
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27400;Fabbricazione di apparecchiature per illuminazione;73;503,55
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27510;Fabbricazione di elettrodomestici;16;111,18
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27520;Fabbricazione di apparecchi per uso domestico non elettrici;3;21,07
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27900;Fabbricazione di altre apparecchiature elettriche;133;637,04
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28111;Fabbricazione di motori a combustione interna, compresi parti e accessori (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);5;8,54
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28112;Fabbricazione di turbine e turboalternatori (compresi parti e accessori);12;93,51
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28120;Fabbricazione di apparecchiature fluidodinamiche;15;327,26
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28130;Fabbricazione di altre pompe e compressori;11;74,41
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28140;Fabbricazione di altri rubinetti e valvole;37;243,07
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28151;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);22;175,95
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28152;Fabbricazione di cuscinetti a sfere;4;24,99
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28211;Fabbricazione di forni, fornaci e bruciatori;15;46,07
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28212;Fabbricazione di caldaie per riscaldamento;7;22,26
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28220;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;42;374,92
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28230;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche);11;40,72
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28240;Fabbricazione di utensili portatili a motore;3;11,98
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28250;"Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi";49;265
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28291;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (compresi parti staccate e accessori);7;96,3
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28292;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (compresi parti e accessori);51;1056,5
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28293;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (compresi parti e accessori);28;199,09
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28299;Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca;82;602,1
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28309;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;5;9,6
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28410;Fabbricazione di macchine utensili per la formatura dei metalli (compresi parti e accessori ed escluse le parti intercambiabili);15;72,87
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28490;Fabbricazione di altre macchine utensili (compresi parti e accessori);34;174,01
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28910;Fabbricazione di macchine per la metallurgia (compresi parti e accessori);33;329,52
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28920;Fabbricazione di macchine da miniera, cava e cantiere (compresi parti e accessori);23;136,78
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28930;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (compresi parti e accessori);39;133,99
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28941;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (compresi parti e accessori);22;48,99
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28942;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (compresi parti e accessori);1;22
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28943;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (compresi parti e accessori);10;47,18
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28950;Fabbricazione di macchine per l'industria della carta e del cartone (compresi parti e accessori);8;19,68
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28960;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (compresi parti e accessori);26;107,65
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28991;Fabbricazione di macchine per la stampa e la legatoria (compresi parti e accessori);19;80,19
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28992;Fabbricazione di robot industriali per usi molteplici (compresi parti e accessori);10;30,21
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28993;Fabbricazione di apparecchi per istituti di bellezza e centri di benessere;5;13,84
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28999;Fabbricazione di altre macchine per impieghi speciali nca (compresi parti e accessori);22;61,99
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29100;Fabbricazione di autoveicoli;2;6,01
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29200;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;8;30,74
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29310;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;6;11,42
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29320;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori;33;383,3
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30110;Cantieri navali per costruzioni metalliche e non metalliche;14;109,64
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30120;Costruzione di imbarcazioni da diporto e sportive;27;73,32
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30200;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;6;147,18
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30300;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;7;411,71
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30911;Fabbricazione di motocicli e motoveicoli (compresi i motori);5;6,32
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30912;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;5;26,78
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30921;Fabbricazione e montaggio di biciclette (compresi parti e accessori);6;7,64
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30922;Fabbricazione di parti ed accessori per biciclette;5;5,43
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30924;Fabbricazione di carrozzine e passeggini per neonati;1;1
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30990;Fabbricazione di veicoli a trazione manuale o animale;2;2,47
2009;31;FABBRICAZIONE DI MOBILI;31012;Fabbricazione di altri mobili per ufficio e negozi;43;274,09
2009;31;FABBRICAZIONE DI MOBILI;31020;Fabbricazione di mobili per cucina;11;83,04
2009;31;FABBRICAZIONE DI MOBILI;31030;Fabbricazione di materassi;6;15,01
2009;31;FABBRICAZIONE DI MOBILI;31091;Fabbricazione di mobili per arredo domestico;68;194,58
2009;31;FABBRICAZIONE DI MOBILI;31092;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);7;13,97
2009;31;FABBRICAZIONE DI MOBILI;31093;Fabbricazione di poltrone e divani;40;179,54
2009;31;FABBRICAZIONE DI MOBILI;31094;Fabbricazione di parti e accessori di mobili;38;94,36
2009;31;FABBRICAZIONE DI MOBILI;31095;Finitura di mobili;12;15,54
2009;31;FABBRICAZIONE DI MOBILI;31099;Fabbricazione di altri mobili compresi quelli per arredo esterno;25;99,54
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32110;Coniazione di monete;6;40,4
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32121;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;308;1272,66
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32122;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;60;82,24
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32130;Fabbricazione di bigiotteria e articoli simili;120;273,28
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32200;Fabbricazione di strumenti musicali, compresi parti e accessori;17;25
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32300;Fabbricazione di articoli sportivi;14;64,17
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32401;Fabbricazione di giochi, compresi i giochi elettronici;18;72,07
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32402;Fabbricazione di giocattoli, compresi i tricicli e gli strumenti musicali giocattolo;7;19,71
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32501;Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (compresi parti staccate e accessori);20;244,91
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32502;Fabbricazione di protesi dentarie (compresa riparazione);567;1216,1
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32503;Fabbricazione di protesi ortopediche, altre protesi ed ausili (compresa riparazione);26;96
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32504;Fabbricazione di lenti oftalmiche;3;186,21
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32505;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni";14;42,94
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32910;Fabbricazione di scope e spazzole;2;3,58
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32991;Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza;8;22,1
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32992;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;19;80,76
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32993;Fabbricazione di oggetti di cancelleria;27;58,16
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32999;Fabbricazione di altri articoli nca;76;162,81
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33110;Riparazione e manutenzione di prodotti in metallo;53;142,88
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33121;Riparazione e manutenzione di macchine di impiego generale;20;58,58
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33122;Riparazione e manutenzione di forni, fornaci e bruciatori;17;56,64
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33123;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione, esclusi ascensori;25;210,18
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33124;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;24;230,84
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33125;Riparazione e manutenzione di altre macchine di impiego generale;137;414,17
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33127;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;1;1
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33129;Riparazione e manutenzione di altre macchine per impieghi speciali (comprese le macchine utensili);52;131,09
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33130;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer);156;517,54
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33140;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici);42;94,63
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33150;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori);14;21,66
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33160;Riparazione e manutenzione di aeromobili e di veicoli spaziali;1;7
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33170;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori);5;50,26
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33190;Riparazione di altre apparecchiature;10;10
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33200;Installazione di macchine ed apparecchiature industriali;255;1332,34
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35110;Produzione di energia elettrica;160;1383,34
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35120;Trasmissione di energia elettrica;3;107
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35130;Distribuzione di energia elettrica;15;952,73
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35140;Commercio di energia elettrica;49;811,94
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35210;Produzione di gas;3;36,37
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35220;Distribuzione di combustibili gassosi mediante condotte;17;789,95
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35230;Commercio di gas distribuito mediante condotte;30;356,04
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35300;Fornitura di vapore e aria condizionata;17;373,67
2009;36;RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA;36000;Raccolta, trattamento e fornitura di acqua;13;897,4
2009;37;GESTIONE DELLE RETI FOGNARIE;37000;Raccolta e depurazione delle acque di scarico;28;131,13
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38110;Raccolta di rifiuti solidi non pericolosi;41;1921,44
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38120;Raccolta di rifiuti pericolosi solidi e non solidi;9;44,91
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38210;"Trattamento e smaltimento di rifiuti non pericolosi; produzione di compost";34;1368,01
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38220;Trattamento e smaltimento di rifiuti pericolosi;8;90,47
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38311;Demolizione di carcasse;8;19,71
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38321;Recupero e preparazione per il riciclaggio di cascami e rottami metallici;22;68,98
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38322;Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche;11;74,41
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38323;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse;35;404,02
2009;39;ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI;39000;Attività di risanamento e altri servizi di gestione dei rifiuti;21;209,12
2009;41;COSTRUZIONE DI EDIFICI;41100;Sviluppo di progetti immobiliari senza costruzione;452;968,74
2009;41;COSTRUZIONE DI EDIFICI;41200;Costruzione di edifici residenziali e non residenziali;3022;13374,38
2009;42;INGEGNERIA CIVILE;42110;Costruzione di strade, autostrade e piste aeroportuali;78;689,98
2009;42;INGEGNERIA CIVILE;42120;Costruzione di linee ferroviarie e metropolitane;5;277,75
2009;42;INGEGNERIA CIVILE;42130;Costruzione di ponti e gallerie;4;78,74
2009;42;INGEGNERIA CIVILE;42210;Costruzione di opere di pubblica utilità per il trasporto di fluidi;9;394,02
2009;42;INGEGNERIA CIVILE;42220;Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni;8;876,98
2009;42;INGEGNERIA CIVILE;42910;Costruzione di opere idrauliche;7;69,21
2009;42;INGEGNERIA CIVILE;42990;Costruzione di altre opere di ingegneria civile nca;62;254,67
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43110;Demolizione;30;128,22
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43120;Preparazione del cantiere edile e sistemazione del terreno;51;326,17
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43130;Trivellazioni e perforazioni;15;111,43
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43210;Installazione di impianti elettrici ed elettronici (compresa manutenzione e riparazione);1328;4577,03
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43220;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (compresa manutenzione e riparazione);1099;3941,14
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43290;Altri lavori di costruzione e installazione;408;2460,74
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43310;Intonacatura e stuccatura;193;485,69
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43320;Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili;292;650,88
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43330;Rivestimento di pavimenti e di muri;405;867,92
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43340;Tinteggiatura e posa in opera di vetri;663;965,18
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43390;Altri lavori di completamento e di finitura degli edifici;3058;8592,5
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43910;Realizzazione di coperture;69;252,36
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43990;Altri lavori specializzati di costruzione nca;187;1435,59
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45110;Commercio di autovetture e di autoveicoli leggeri;500;3535,96
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45190;Commercio di altri autoveicoli;11;14,1
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45201;Riparazioni meccaniche di autoveicoli;668;1608,67
